label,statement,job_title,party_affiliation,barely_true_counts,false_counts,half_true_counts,mostly_true_counts,pants_on_fire_counts,context
3,you know sen mccain said the other day that we might have troops in iraq for  years,1,1,40.0,29.0,69.0,76.0,7.0,7
3,says the state budget includes spending on commercials for fortune  companies,15,0,0.0,0.0,0.0,1.0,0.0,13
1,says ibm leader told obama that using ibm technology to cut fraud could pay for health care reform,15,0,16.0,15.0,20.0,10.0,11.0,7
4,supported instate tuition in arkansas for illegal immigrants if youd sat in our schools from the time youre  or  years old and you had become an aplus student among other things,15,0,12.0,5.0,9.0,3.0,4.0,7
3,health insurance premiums have almost doubled  since ,1,1,40.0,29.0,69.0,76.0,7.0,3
1,our economy could fall  trillion short of its full capacity which translates into more than  in lost income for a family of four,1,1,70.0,71.0,160.0,163.0,9.0,9
2,to pay for government growth leaders of both parties borrowed  billion a day leaving us with todays  trillion debt,0,0,33.0,24.0,32.0,35.0,5.0,11
2,says that except for donald trump every other major party nominee for the past  years has released their tax returns,4,1,5.0,5.0,7.0,4.0,0.0,13
4,i helped write the affordable care act,0,3,18.0,12.0,22.0,41.0,0.0,7
1,weve had a dramatic drop in violent crime since this law stand your ground has been in effect,7,0,0.0,0.0,1.0,0.0,0.0,1
1,my recommended budget includes  billion in new state funding for education,2,0,28.0,23.0,38.0,34.0,7.0,13
1,the payasyougo law  was a big reason why we had record surpluses in the s,1,1,70.0,71.0,160.0,163.0,9.0,13
3,proposed federal regulations would affect every streetsign in the country,15,0,0.0,0.0,0.0,0.0,1.0,3
3,scott maddox is a lobbyist,15,0,0.0,1.0,1.0,2.0,1.0,6
2,a hundred percent of all the jobs lost during the recession have been reclaimed in texas while the nation is at about  percent,2,0,30.0,30.0,42.0,23.0,18.0,1
3,democrats have said that even one hearing on the stimulus bill would be one too many and that we have a single day to approve these five complex propositions that will affect the lives of millions,4,0,3.0,1.0,0.0,0.0,0.0,13
1,do you know which state has the worst ratio of white voter turnout to africanamerican voter turnout massachusetts do you know what has the best where africanamerican turnout actually exceeds white turnout mississippi,15,2,0.0,0.0,1.0,0.0,0.0,13
3,the national science foundation awarded  to fund a climate change musical,13,0,2.0,5.0,1.0,3.0,0.0,13
1,obamas environmental protection agency sent emails for hispanic heritage month with a photo of che guevara,2,0,34.0,32.0,58.0,33.0,19.0,4
4,morgan griffith fought for a plan that would have taken money away from our schools and given it to northern virginia schools instead,4,1,1.0,0.0,0.0,0.0,0.0,4
3,in the past decade in new york state more than  current and former state officeholders have been convicted sanctioned or accused of wrongdoing more than any other state,15,0,0.0,0.0,0.0,0.0,0.0,5
3,why didnt uninsured americans buy insurance because of the expense,15,0,7.0,8.0,10.0,12.0,3.0,1
1,congress just passed another huge porkfilled spending bill the democrats allowed less than a day to read all  pages and stuffed it with nearly  earmarks costing about billion dollars,0,0,31.0,39.0,31.0,37.0,8.0,3
2,this census is also the shortest and least intrusive count in modern history,13,0,0.0,1.0,0.0,2.0,0.0,2
0,says charlie crist voted against minimum wage when he was in the senate,2,0,28.0,23.0,38.0,34.0,7.0,7
4,renewable energy projects    get us off foreign oil and away step by step from these foreign entanglements that we have to get into to defend our oil supply,0,1,2.0,3.0,2.0,7.0,0.0,13
3,i have disagreed strongly with the bush administration on this issue of global warming,0,0,31.0,39.0,31.0,37.0,8.0,7
4,dave brat said the best way to fix social security would be to give seniors back what they paid in and no more,15,1,1.0,0.0,0.0,0.0,0.0,4
2,twentyfour percent of doctors in virginia currently dont accept new medicaid patients because the reimbursement rates are so low,15,0,0.0,0.0,0.0,1.0,0.0,3
2,in the last six years of ciancis administration violent crime was down in the united states it was down in the region it was down in rhode island but it was up in providence,15,1,1.0,1.0,0.0,2.0,0.0,7
2,irans regime is responsible for more than  american casualties during the iraq war and has plotted a terrorist attack here in our nations capital,13,0,1.0,0.0,1.0,4.0,0.0,4
4,obamas clean power plan  eliminates coalfired power plants,15,5,1.0,0.0,0.0,0.0,0.0,13
0,obamacare already has caused millions of hardworking virginians to lose their health insurance,15,0,1.0,1.0,0.0,0.0,0.0,11
0,we have a guy who is going to be speaker of the house in four years and his name has been on the ballot one time,7,1,0.0,1.0,1.0,0.0,0.0,12
0,we continue to see these isolated incidents of people trying to vote five six times a day,6,0,1.0,2.0,1.0,0.0,0.0,1
2,in annual surveys of rhode island communities that receive drug free community grants many report that more than  percent of youth surveyed do not think daily marijuana use poses any serious risk of harm,15,4,0.0,1.0,0.0,1.0,0.0,0
3,if you already have health insurance through your job or medicare or medicaid or the va nothing in this plan will require you or your employer to change the coverage or the doctor you have,1,1,70.0,71.0,160.0,163.0,9.0,3
1, billion was robbed from medicare to pay for obamacare,15,0,12.0,5.0,9.0,3.0,4.0,7
1,dui arrests dropped significantly in tampa once uber began operating here,15,0,0.0,0.0,2.0,0.0,0.0,5
3,tennessee students now cover about  percent of the cost of their education at public universities and some  percent at community colleges,15,2,0.0,0.0,0.0,0.0,0.0,13
4,regulations on developers have thwarted construction on countyowned land in milwaukees downtown park east corridor,15,0,1.0,0.0,0.0,1.0,0.0,13
2,marijuana today is genetically modified with thc levels that far surpass the marijuana of the s,13,1,0.0,1.0,2.0,1.0,0.0,1
0,homosexual behavior cuts your lifeby about  years,15,0,0.0,2.0,0.0,0.0,1.0,1
0,if youre from syria and youre a christian you cannot come into this country as a refugee,1,0,63.0,114.0,51.0,37.0,61.0,3
1,student loans from the federal government issued between  and  are on target to produce  billion in profits for the united states government,0,1,0.0,0.0,3.0,3.0,0.0,3
5,georgia could get money for schools by scraping the gold off the gold dome of the state capitol,12,1,0.0,0.0,3.0,3.0,1.0,3
3,ive even cut my own salary  twice,15,1,0.0,0.0,0.0,0.0,1.0,6
5,the  legislature did not cut texas public school funding,15,0,0.0,1.0,0.0,0.0,1.0,13
2,when this campaign began i said that weve got to end the starvation minimum wage of  raise it to  secretary clinton said lets raise it to ,0,3,18.0,12.0,22.0,41.0,0.0,7
2,the economy added more jobs during four years under obama than it did in the entire eight years under george w bush,15,1,0.0,4.0,1.0,2.0,1.0,10
3,we fixed a loophole in the gun background record check system so that we could make our commonwealth safer,0,1,8.0,3.0,15.0,15.0,0.0,3
2,by  the american people were overwhelmingly against the iraq war,1,1,40.0,29.0,69.0,76.0,7.0,13
2,as mayor allan fung raised taxes three times,15,5,0.0,0.0,1.0,2.0,0.0,4
2,were importing about  percent of our milk supply were americas dairyland but yet we dont have enough milk in this state to meet the demand for our cheesemakers,9,0,26.0,41.0,32.0,40.0,11.0,1
5,says regarding the presence of classified information in her email fbi director james comey said my answers were truthful and what ive said is consistent with what i have told the american people,1,1,40.0,29.0,69.0,76.0,7.0,1
1,sen johnny isakson voted for a trade agreement with china costing georgia  jobs,15,1,0.0,0.0,2.0,0.0,0.0,6
3,last year we borrowed  trillion  or  cents of every dollar we spent over half of this debt is held by foreign investors,0,0,0.0,0.0,0.0,0.0,0.0,3
4,i left the city with  million in the bank,15,1,1.0,0.0,1.0,0.0,0.0,1
4,marijuana is a schedule i drug which you understand means that you cant do any research about it,1,1,40.0,29.0,69.0,76.0,7.0,13
4,ive been reducing the number of democratic texas senate committee chairs since i came in as lieutenant governor,2,0,8.0,8.0,10.0,5.0,5.0,13
0,the only time government employment has gone down during a recession has been under me,1,1,70.0,71.0,160.0,163.0,9.0,3
3,the barber regulation here in missouri is  words longthe book of revelation is also  words long,2,0,0.0,1.0,0.0,0.0,0.0,7
3,says he cut taxes by more than  million when he wasgovernor,15,0,2.0,8.0,3.0,4.0,1.0,13
1,the health care reform law offsets  years of benefits with  years of tax increases,15,0,9.0,6.0,4.0,4.0,4.0,13
4,dan webster supports privatization of social security deep cuts in social security,4,1,7.0,9.0,8.0,15.0,3.0,1
0,says the government wants to require farm tractor drivers to hold commercial drivers licenses even if theyre just crossing a single public road,2,0,30.0,30.0,42.0,23.0,18.0,3
2,says john loughlin voted to let people accused of domestic violence keep their guns,15,1,7.0,4.0,5.0,4.0,1.0,6
2,the state of florida has seen doubledigit drops in alcohol use among teens,15,2,0.0,0.0,0.0,1.0,0.0,13
1,since corey stewart became chairman in november  unemployment is up  and average home price sales are down ,15,1,0.0,0.0,1.0,0.0,0.0,13
5,under obamas plan for welfare you wouldnt have to work and wouldnt have to train for a job they just send you your welfare check,2,0,34.0,32.0,58.0,33.0,19.0,6
0,on a balanced budget amendment,0,1,3.0,1.0,6.0,3.0,0.0,1
0,mcginty previously told a local community newspaper in her native philadelphia that she has found an alarming undercurrent of misinformed people in the t part of the state outside of philadelphia and pittsburgh,15,0,3.0,2.0,2.0,1.0,0.0,2
4,the economy by every metric is better than when i came into office,1,1,70.0,71.0,160.0,163.0,9.0,1
3,says mitt romney opposes requiring employers to cover contraception and would eliminate funding for planned parenthood,1,1,70.0,71.0,160.0,163.0,9.0,6
0,there have been  published polls in this election cycle and harry reids been trailing in every single one,10,0,5.0,3.0,6.0,2.0,1.0,11
1,says tom barrett plans to spend  million on a trolley that goes barely two miles on the east side of milwaukee,9,0,26.0,41.0,32.0,40.0,11.0,7
3,historically senate ratification of arms control treaties has been bipartisan,15,2,0.0,0.0,0.0,0.0,0.0,1
3,our rainy day fund has gone from  cents to  million,2,0,9.0,8.0,10.0,18.0,3.0,1
0,the  state budget that democrats approved left wisconsin taxpayers  billion in debt,12,0,0.0,1.0,0.0,0.0,0.0,9
3,says gloria steinem once called kay bailey hutchison a female impersonator,15,2,0.0,1.0,1.0,0.0,0.0,13
3,says in the legislature mary nolan has been a partyline democrat showing a  track record in harmony with the american civil liberties union,15,2,0.0,0.0,0.0,0.0,0.0,11
3,says the house rules committee is the only panel other than the intelligence and ethics committees not able to telecast proceedings in its main hearing room,15,0,13.0,22.0,11.0,4.0,2.0,11
3,says first eight chosen to draw austin city council districts are seven democratic primary voters and one republican primary voter,15,0,0.0,0.0,0.0,0.0,0.0,5
3,my dad used to campaign against the gasguzzling dinosaurs,2,0,34.0,32.0,58.0,33.0,19.0,1
1,says president obama waited two weeks to call the attack in libya terror,2,0,34.0,32.0,58.0,33.0,19.0,7
0,job creation has gotten worse each year that scott walker has been governor,15,1,5.0,5.0,11.0,8.0,3.0,1
3,says the pentagon has never passed a financial audit in fact the pentagon is exempt from a federal law that requires all federal agencies to complete annual audits,4,1,1.0,1.0,1.0,2.0,0.0,11
4,obamacare is so flatout unpopular that even the obama administration chose to reject part of obamacare last friday when they tried to throw out the class act which is the longterm care function,15,0,8.0,22.0,6.0,4.0,16.0,7
1,president clinton reduced the scale of our military dramatically,2,0,34.0,32.0,58.0,33.0,19.0,7
3,we now have the greatest income inequality since the great depression,10,1,0.0,2.0,4.0,4.0,1.0,13
0,says obama called israel a constant sore that infects us foreign policy,15,0,13.0,22.0,11.0,4.0,2.0,0
0,on abortion,15,0,0.0,1.0,0.0,0.0,1.0,1
2,the  model t earned better gas mileage than a typical suv sold in ,1,1,70.0,71.0,160.0,163.0,9.0,13
2,all the money the department of citrus has is paid for by the citrus growers you dont save dollars by eliminating the department of citrus,15,0,0.0,1.0,1.0,2.0,1.0,13
2,the epa was asked about an environmental citation for the city landfill in nashua nh but didnt know why it was cited,15,0,16.0,15.0,20.0,10.0,11.0,7
3,says the c corridor train would have taken an hour and  minutes longer to carry passengers across ohio than it would have taken on a new york central train in ,15,2,0.0,0.0,0.0,0.0,0.0,13
0,the government will go out and buy my breast pump for my babies,15,0,8.0,22.0,6.0,4.0,16.0,1
5,there is a very identifiable somali community back home in delaware,0,1,11.0,10.0,21.0,16.0,4.0,13
5,my opponent has no child care plan,1,0,63.0,114.0,51.0,37.0,61.0,3
1,says rick perry wrote a newspaper item saying he was open to amnesty for illegal immigrants in the united states,2,0,34.0,32.0,58.0,33.0,19.0,7
4,says the clinton foundation accepted millions and millions of dollars from governments like algeria saudi arabia oman and the united arab emirates which violated a ban on all contributions to the foundation from foreign nations,4,0,1.0,0.0,0.0,0.0,0.0,6
3,says republican us senate candidate ted cruz opposes the dream act which is supported by  of latinos,15,1,0.0,1.0,0.0,2.0,0.0,2
4,a bill to aid state and local governments is fully paidfor by closing costly corporate tax loopholes,15,1,3.0,7.0,11.0,2.0,3.0,0
4,says democratic recall opponent shelly moore opposes any limit on taxes,6,0,1.0,0.0,0.0,0.0,0.0,9
3,i am a candidate i have not withdrawn,15,5,1.0,0.0,1.0,0.0,1.0,13
0,says president barack obama has not proposed one thing that would change the fact that warren buffett pays a lower tax rate than his secretary,15,0,2.0,6.0,1.0,0.0,1.0,1
3,says mitt romney had millions in a swiss bank account,1,1,70.0,71.0,160.0,163.0,9.0,6
2,most of the state budget isnt for state government doing things   percent of the state budget is transferred to local communities for delivery of service,7,0,0.0,0.0,0.0,1.0,0.0,13
3,the united states spends almost three times per capita what they spend in the uk on health care and  percent more than they pay in france,0,3,18.0,12.0,22.0,41.0,0.0,7
2,according to one study the minimum wage today is worth  less than in ,15,1,7.0,4.0,5.0,4.0,1.0,3
0,for four years we balanced the budget and paid off  billion in debt,15,0,16.0,15.0,20.0,10.0,11.0,6
1,we have cut taxes more than  times in four years,2,0,28.0,23.0,38.0,34.0,7.0,13
3,a tax on soda and juice drinks would disproportionately increase taxes on lowincome families in philadelphia,0,3,18.0,12.0,22.0,41.0,0.0,13
2,after taking hundreds of thousands of dollars from goldman sachs and other wall street banks debbie wasserman schultz has voted to prevent the consumer financial protection bureau from regulating payday loans and addressing racial discrimination in car loans,15,1,0.0,0.0,1.0,2.0,0.0,6
0,not a single unarmed white person has been shot by the police in new york in about  years,15,1,0.0,1.0,0.0,0.0,0.0,13
4,if i had not asked for my emails all to be made public none of this would have been in the public arena,1,1,40.0,29.0,69.0,76.0,7.0,1
1,in the wake of hurricanes katrina and rita offshore drilling did not cause any real difficulties,0,0,31.0,39.0,31.0,37.0,8.0,13
1,says taxes were raised  times in the eight years before i became governor and those increases were part of a path that led to wealth and jobs and people leaving our state,2,0,10.0,17.0,27.0,19.0,8.0,3
3,the georgia secretary of states office and the georgia state elections board investigate and penalize hundreds of people guilty of election fraud,15,0,0.0,2.0,0.0,0.0,0.0,11
0,the obama administration has been constrained by the oil pollution act of  which basically gives the responsible party the lead role in trying to not only fix the problem but contain the problem,15,1,0.0,1.0,4.0,7.0,0.0,13
3,electric utility firstenergys annual revenues are greater than the gdp of haiti kyrgyzstan iceland or  african nations,15,1,0.0,2.0,4.0,4.0,0.0,13
1,under my predecessor they cut funding for education but they didnt give them anything in return to make up for that leading to less money for school districts,9,0,26.0,41.0,32.0,40.0,11.0,3
2,taxes on groceries and medicine will rise under a plan to improve roads and rail for metro atlanta,6,1,1.0,0.0,2.0,1.0,1.0,13
4,says the unemployment rate for africanamerican youths is  percent,1,0,63.0,114.0,51.0,37.0,61.0,3
3,new glarus brewing cos spotted cow is available only in wisconsin,15,1,5.0,5.0,11.0,8.0,3.0,1
2,says he did the very best in a recent poll in iowa matching up each of the major republican presidential candidates against president barack obama,4,0,5.0,8.0,8.0,8.0,3.0,7
1,says democratic recall opponent mahlon mitchell sent a letter encouraging folks to boycott more than  companies,2,0,1.0,3.0,4.0,0.0,1.0,1
5,the us military is at risk of losing its military superiority because our navy is smaller than its been since  our air force is smaller and older than any time since ,2,0,34.0,32.0,58.0,33.0,19.0,7
0,all legislative mail from the content to the timing is approved by the speakers office,15,1,0.0,1.0,0.0,0.0,0.0,13
2,the transtexas corridor is dead,2,0,30.0,30.0,42.0,23.0,18.0,6
0,seth magaziner plans to spend billions more of your money,15,3,0.0,1.0,0.0,1.0,0.0,4
5,president barack obama wants to take in  people from syria,1,0,63.0,114.0,51.0,37.0,61.0,13
0,on allowing shelby countys schools merger commission to finish work before allowing any new merger legislation,2,0,0.0,1.0,1.0,0.0,0.0,13
4,hillary clintons not trusted  virtually at all,4,0,1.0,1.0,1.0,0.0,0.0,3
4,a proposed us labor department rule for children working on farms would even ban youth from operating a batterypowered screwdriver or a pressurized garden hose,13,0,1.0,0.0,0.0,1.0,0.0,2
5,says the headlines tell the story of how walker has mismanaged milwaukee county,15,1,2.0,5.0,8.0,5.0,3.0,4
4, syrians caught at texas border in laredo,2,0,11.0,3.0,8.0,6.0,5.0,5
0,every other democracy in the world has a health care system that covers everybody and we dont,15,1,1.0,4.0,1.0,2.0,0.0,13
2,the us has the highest unintended pregnancy rate of any western industrialized country,1,1,0.0,0.0,2.0,2.0,0.0,1
1,bill white used dc connections from his job in the clinton administration to form a company that did business in the middle east and defaulted on a  million loan,2,0,30.0,30.0,42.0,23.0,18.0,11
4,i do provide universal health care,1,1,70.0,71.0,160.0,163.0,9.0,13
0,on the last night of the general assembly by  oclock  to  percent of the business was done so we really didnt have that latenight session we were just holding on one bill,15,1,0.0,3.0,0.0,0.0,0.0,1
5,says she was misquoted and didnt say that the israeli ambassador said what the republicans are doing is dangerous for israel,4,1,7.0,9.0,8.0,15.0,3.0,12
2,says his promise of  new private sector jobs was a big goal,9,0,26.0,41.0,32.0,40.0,11.0,4
0,says donald trump always pays his bills promptly,15,0,0.0,1.0,0.0,0.0,0.0,3
3,one would have to go back more than a century to find a scenario where a presidents nominee for the supreme court was confirmed by the opposition party in the senate when the vacancy occurred during an election year,0,0,0.0,1.0,0.0,0.0,0.0,13
5,promotes a chart saying that barack obama has increased the debt by  percent compared to george w bush who increased it by  percent,15,1,3.0,7.0,11.0,2.0,3.0,13
1,says hillary clinton went toetotoe with russia as secretary of state to do the new start agreement to reduce russias nuclear stockpile,0,1,8.0,3.0,15.0,15.0,0.0,7
1,america has lost nearlyone third of its manufacturing jobs since  following the enactment of disastrous trade deals supported by bill and hillary clinton,1,0,63.0,114.0,51.0,37.0,61.0,3
0,says rick perry and the republicancontrolled texas legislature managed to slash the budget of the volunteer fire departments in our state by  percent in the last legislative session reducing their abilities to fight recent wildfires,15,1,1.0,1.0,0.0,0.0,0.0,1
1,says mitt romneys plan calls for a  trillion tax cut,1,1,70.0,71.0,160.0,163.0,9.0,7
1,louisianas film incentives program is so big they actually shot an upcoming film initially titled dont mess with texas in new orleans,15,2,0.0,0.0,1.0,0.0,0.0,13
3,says scott walker wants to make abortion illegal even in cases of rape incest or to protect the life of the mother,15,1,2.0,5.0,8.0,5.0,3.0,4
2,theres going to be a slowdown and delays in flights as a result of the sequester,15,0,0.0,1.0,1.0,1.0,0.0,1
3,virginia now is the number one exporter of agricultural products to cuba we have now jumped to number one,2,1,12.0,6.0,2.0,2.0,3.0,1
1,mccain economic adviser phil gramm is the architect of some of the deregulation in washington that helped cause the mess on wall street,1,1,70.0,71.0,160.0,163.0,9.0,13
2,there are more members of the us senate than the number of wi families who would benefit from gop estate tax break,4,1,5.0,5.0,7.0,4.0,0.0,5
2,new jersey has the second highest rate of institutionalization of people with developmental disabilities in america only texas puts more of its citizens  confines more of its citizens  to institutions than new jersey,2,0,10.0,17.0,27.0,19.0,8.0,3
4,the spillover violence from mexico in texas is real and it is escalating,10,0,5.0,3.0,6.0,2.0,1.0,13
4,says of mitch mcconnellwhat can happen in  years a senator can become a multimillionaire in public office,15,1,2.0,2.0,3.0,1.0,0.0,6
1,since taking office president obama has signed into law spending increases of nearly  percent for domestic government agencies an  percent increase when you include the failed stimulus,4,0,19.0,6.0,16.0,14.0,2.0,13
3,in virginia medicaid has grown by  percent in the last  years,15,0,0.0,0.0,0.0,0.0,1.0,13
2,says mitt romneys plan rolls back regulations on banks,1,1,70.0,71.0,160.0,163.0,9.0,4
0,if austin voters reject proposition  a completely new cityrun criminal background check process will cost millions in processing fees additional staff and bureaucracy with taxpayers getting the bill,15,2,0.0,1.0,0.0,0.0,0.0,10
1,in the states that allow open carry violent crime was  percentlower,7,0,0.0,1.0,1.0,1.0,0.0,8
1,says percent of all voters in the united states say they want johnsonweld by name in the presidential debates,1,5,0.0,0.0,1.0,0.0,0.0,13
4,many of hillary clintons friends took bigger deductions than me warren buffett took a massive deduction george soros who is a friend of hers took a massive deduction,1,0,63.0,114.0,51.0,37.0,61.0,7
4,says carl proposed a windfall tax on real estate development when he was a metro councilor,15,0,1.0,1.0,1.0,0.0,0.0,6
2,says  percent of blacks in america are killed by other blacks,12,0,9.0,11.0,10.0,7.0,3.0,1
1,we live in a time of historically low violent crime rates and historically high gun ownership rates nationally,15,0,1.0,4.0,3.0,3.0,0.0,6
0,bill nelson voted for higher taxes  times,4,0,3.0,3.0,1.0,3.0,1.0,7
4,charges on the republican party of florida credit card were made with my money,0,0,33.0,24.0,32.0,35.0,5.0,1
5,a scott rothstein victim says that he was swindled by charlie crist,2,0,28.0,23.0,38.0,34.0,7.0,4
3,we have the fourth highest instate tuition for public universities in the country,2,1,1.0,2.0,2.0,4.0,0.0,3
1,says scott bruun supports allowing corporations to secretly funnel millions of dollars to front groups to finance attack ads,0,1,0.0,1.0,3.0,6.0,0.0,13
2,the president said he was going to create daylight between ourselves and israel,2,0,34.0,32.0,58.0,33.0,19.0,7
0,says debo adegbile was nominated to serve as a judge on the us circuit court of appeals and was abruptly withdrawn by the administration,15,0,3.0,2.0,2.0,1.0,0.0,13
3,says paul workman voted in the democrat primary supporting democrats with his vote,15,0,0.0,1.0,0.0,0.0,0.0,9
1,says donald trump has said he wants to be neutral on israel and the palestinians,10,0,36.0,33.0,15.0,19.0,8.0,7
2,in april sen mccain came out against helping women earn equal pay for equal work,1,1,70.0,71.0,160.0,163.0,9.0,4
1,says fort hood near killeen texas is the largest military installation in the free world,10,0,5.0,3.0,6.0,2.0,1.0,13
3,as attorney general i have prosecuted judges district attorneys and other public officials across texas who violated that public trust who have been corrupted,2,0,11.0,3.0,8.0,6.0,5.0,11
3,fortyseven percent of americans pay no income tax,2,0,34.0,32.0,58.0,33.0,19.0,6
3,macys sent a letter to rick perry urging him to veto equal pay bill,7,1,0.0,0.0,0.0,0.0,0.0,10
5,says ted cruzs father was with lee harvey oswald before the assassination of president john f kennedy,1,0,63.0,114.0,51.0,37.0,61.0,1
4,because of democratic tax hikes new jersey ended a decade with fewer private sector jobs for the first time in recorded history,6,0,1.0,0.0,0.0,1.0,0.0,2
0,says mitt romney would deny gay people the right to adopt children,1,1,70.0,71.0,160.0,163.0,9.0,11
0,in rhode island a recent study showed that among a group of people who had been homeless for a year or more medicaid costs averaged about  per person,1,5,0.0,1.0,0.0,1.0,0.0,12
0,on protecting social security benefits and changing the retirement age,15,0,0.0,0.0,0.0,1.0,1.0,6
3,legally it doesnt make any difference which state district you live in when running for congress,15,0,0.0,0.0,0.0,0.0,0.0,1
4,says his tax and fee cuts will save households  over two years,2,0,28.0,23.0,38.0,34.0,7.0,13
1,already the affordable care act is helping to slow the growth of medicares health care costs,1,1,70.0,71.0,160.0,163.0,9.0,3
2,mt hood community college is no  on average and top faculty pay and benefits,15,2,0.0,0.0,0.0,1.0,0.0,11
4,if the us stops adding to the strategic petroleum reserve it will lessen worldwide demand for oil and reduce prices,0,0,31.0,39.0,31.0,37.0,8.0,3
1,every survey shows strong satisfaction with private coverage,15,2,0.0,0.0,2.0,0.0,0.0,13
2,says  to  government workers have been laid off in the last year and a half,11,1,0.0,3.0,4.0,4.0,0.0,1
4,i cast the deciding vote extending medicaid health care coverage to  of our fellow citizens,15,1,2.0,0.0,0.0,0.0,0.0,7
4,mccain voted to cut education funding against accountability standards he even proposed abolishing the department of education,1,1,70.0,71.0,160.0,163.0,9.0,4
0,new jersey alone my home state is facing a tenandahalf billion dollar shortfall in its  fiscal budget this means more cuts in state and local spending for education which means our kids are hurt,0,1,1.0,3.0,1.0,3.0,0.0,3
0,says that as president barack obama has not gone to the texasmexico border,9,0,26.0,41.0,32.0,40.0,11.0,1
2,today the deficit is below the average deficits over the past  years,1,1,70.0,71.0,160.0,163.0,9.0,8
0,says approximately  percent of jobs created in the united states in november  were in texas,2,0,30.0,30.0,42.0,23.0,18.0,2
4,were not allowed to read it the transpacific partnership before representatives vote on it,2,1,3.0,1.0,10.0,4.0,0.0,1
3,our average private sector employee pays  percent for their health care our average city worker in ohio pays  percent,2,0,9.0,8.0,10.0,18.0,3.0,1
2,says republicans have declared that theyre going to convert the medicare program into a voucher program,15,1,1.0,0.0,0.0,1.0,0.0,1
0,new financial regulation actually guarantees future bailouts of wall street banks,15,0,7.0,6.0,5.0,7.0,0.0,8
4,congress is on a fiveweek vacation,2,0,30.0,30.0,42.0,23.0,18.0,3
4,the american people dont want us to raise taxes,15,0,13.0,22.0,11.0,4.0,2.0,8
2,says usmexico border has  million legal border crossings each and every day,1,0,63.0,114.0,51.0,37.0,61.0,8
1,driving with a dog in your lap is dangerous in part because it could fly forward in a crash an pound dog at only  mph packs a pound punch,7,1,3.0,1.0,1.0,0.0,0.0,0
3,says more austinites voted in the citys  election featuring a mayors race than in the citys most recent mayoral election,15,1,0.0,0.0,0.0,1.0,0.0,13
1,weve seen priests beheaded by the islamic rebels on the other side weve also seen an islamic rebel eating the heart of a soldier,15,0,7.0,8.0,10.0,12.0,3.0,1
2,trimet is spending  million in fed funds to save k per year,15,2,1.0,1.0,0.0,1.0,0.0,5
4,a  measure passed into law with wendy davis support removes from the attorney general the ability to settle lawsuits just like the school funding case,2,0,11.0,3.0,8.0,6.0,5.0,7
2,mccain was opposed to ethanol now hes for it,2,0,34.0,32.0,58.0,33.0,19.0,13
4,as president george w bushs trade representative portman failed to address chinas currency manipulation which was inflated to as much as  percent in ,2,1,2.0,1.0,1.0,2.0,0.0,0
4,medicaid patients were  percent more likely to die than those with private insurance,7,0,1.0,0.0,0.0,0.0,0.0,10
0,the katy freeway or interstate  west of houston is the widest freeway in the world with up to  lanes including frontage road lanes,12,1,0.0,2.0,0.0,2.0,0.0,8
5,today gasoline hit  a gallon in florida,4,0,5.0,8.0,8.0,8.0,3.0,7
3,the majority of austinites rent the places they live,15,1,1.0,0.0,1.0,1.0,1.0,13
1,in massachusetts under mitt romney unemployment went down household incomes went up and the state saw its credit rating upgraded,4,0,19.0,6.0,16.0,14.0,2.0,3
2,this is the most generous country in the world when it comes to immigration there are a million people a year who legally immigrate to the united states,0,0,33.0,24.0,32.0,35.0,5.0,7
3,when moammar gadhafi was set to visit the united nations and no one would let him stay in new york trump allowed gadhafi to set up an elaborate tent at his westchester county new york estate,0,1,8.0,3.0,15.0,15.0,0.0,3
4,even richard nixon released his tax returns to the public when he was running for president ,0,1,8.0,3.0,15.0,15.0,0.0,3
0,weve seen in this last year tremendous things happening including our unemployment rate come down  percentage points,0,1,0.0,4.0,2.0,8.0,0.0,1
3,fortyseven percent of members of congress are millionaires,4,0,0.0,0.0,2.0,0.0,0.0,13
5,there was a loss of eight million jobs during the bush eight years,15,1,4.0,5.0,3.0,7.0,3.0,3
3,new england already has access to ample supplies of natural gas,0,1,1.0,0.0,2.0,1.0,0.0,13
0,says a question about his financial skills at the cnbc debate included discredited attacks from democrats and my political opponents,0,0,33.0,24.0,32.0,35.0,5.0,7
0,today there are more men and women out of work in america than there are people working in canada,2,0,34.0,32.0,58.0,33.0,19.0,3
3,iraq is costing each household about  a month,1,1,70.0,71.0,160.0,163.0,9.0,3
4,says there are  billion in medicare cuts required to pay for this flawed health care law,13,0,1.0,3.0,0.0,0.0,0.0,2
0,supreme court nominee merrick garland voted to uphold dcs ban on handguns,15,0,0.0,1.0,0.0,0.0,0.0,10
4,between  and  the maternal mortality rate for women in the us has increased by ,15,1,2.0,1.0,0.0,0.0,0.0,13
2,since i took office weve created  jobs,2,0,28.0,23.0,38.0,34.0,7.0,13
2,we have  people a year who die from guns,1,1,40.0,29.0,69.0,76.0,7.0,7
1,the obama administration actually cut out the democracy in egypt funds inside the state department,15,0,16.0,15.0,20.0,10.0,11.0,1
1,on torture,15,0,16.0,15.0,20.0,10.0,11.0,1
0,ted strickland destroyed ohio jobs when he busted the budget,2,0,9.0,8.0,10.0,18.0,3.0,6
0,democrats plan to keep student loan interest rates low by raising taxes on small businesses very small businesses the kinds of small businesses that give jobs to graduates,0,0,33.0,24.0,32.0,35.0,5.0,13
